,1,image_path,spotify_track_url,track_name,artist,spotify_artist_url,album_name,spotify_album_url,2,song_length
74,51,https://i.scdn.co/image/ab67616d0000485115cf3110f19687b1a24943d1,https://open.spotify.com/track/1SwZVVH9BnXtLRLi2cbFhw,Good day,IU,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,REAL,https://open.spotify.com/album/4WY1pPvmP9sBlVICuPxBQh,"Feb 17, 2024",3:53
75,52,https://i.scdn.co/image/ab67616d00004851bbcfc52e0e8f3cecfc91520f,https://open.spotify.com/track/5uFqjHOo3Sh0bVPCKf3DdH,Illusion,aespa,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Illusion,https://open.spotify.com/album/4r815m6eq8OXYzfqtk3FST,"Sep 25, 2023",3:15
76,53,https://i.scdn.co/image/ab67616d00004851a991995542d50a691b9ae5be,https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,https://open.spotify.com/artist/4SpbR6yFEvexJuaBpgAU5p,ANTIFRAGILE,https://open.spotify.com/album/3u0ggfmK0vjuHMNdUbtaa9,"Sep 25, 2023",3:04
77,54,https://i.scdn.co/image/ab67616d00004851e33d84e471094fe701f06860,https://open.spotify.com/track/0jFHMDRXxKaREor3hBEEST,Gashina,SUNMI,https://open.spotify.com/artist/6MoXcK2GyGg7FIyxPU5yW6,SUNMI SPECIAL EDITION [Gashina],https://open.spotify.com/album/3TSX6AxLdCP4E5o3F5jCdN,"Sep 25, 2023",3:00
78,55,https://i.scdn.co/image/ab67616d000048519016f58cc49e6473e1207093,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,https://open.spotify.com/artist/6RHTUrRF63xao58xh9FXYJ,LOVE DIVE,https://open.spotify.com/album/1AFVTHHm7kKoQ6Rgb25x3p,"Sep 25, 2023",2:57
79,56,https://i.scdn.co/image/ab67616d00004851ef6b9310f4cef9d603fa8873,https://open.spotify.com/track/0RP3Qjp1QhIjhtG7gYoBqn,Trouble Maker,Trouble Maker,https://open.spotify.com/artist/0ztjVBmFk6OuHq6XBBwMI9,Trouble Maker,https://open.spotify.com/album/130MEXfaPjOmSkE18F9rJm,"Feb 17, 2024",3:39
80,57,https://i.scdn.co/image/ab67616d000048518164cd1a2e03b7ca2db9ff5e,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO,Red Flavor,Red Velvet,https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,https://open.spotify.com/album/6OXg149IkmbgW7zfzbwgS2,"Sep 25, 2023",3:11
81,58,https://i.scdn.co/image/ab67616d000048513613e1e0d35867a0814005a9,https://open.spotify.com/track/63irPUP3xB74fHdw1Aw9zR,MANIAC,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,ODDINARY,https://open.spotify.com/album/0Gmf4pfe0POEQq2FgGAj2q,"Sep 25, 2023",3:02
82,59,https://i.scdn.co/image/ab67616d0000485108f9aed64208e0f8d9e10f0e,https://open.spotify.com/track/4H65EdACzwqV8sTt3dDyA0,Get A Guitar,RIIZE,https://open.spotify.com/artist/2jOm3cYujQx6o1dxuiuqaX,Get A Guitar,https://open.spotify.com/album/3E5VbhGdSMotB0oQ3LwT9k,"Sep 25, 2023",2:40
83,60,https://i.scdn.co/image/ab67616d00004851797b37e01334a0897825d8b1,https://open.spotify.com/track/0skYUMpS0AcbpjcGsAbRGj,Pink Venom,BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,Pink Venom,https://open.spotify.com/album/3dZBZnDa3z20uEVnxR38M1,"Sep 25, 2023",3:06
84,61,https://i.scdn.co/image/ab67616d000048511869a85947a5ea00df8c936f,https://open.spotify.com/track/7eBpUuPnDTfbeP1P4P93CS,Fighting (Feat. Lee Young Ji),BSS,https://open.spotify.com/artist/1uAT5bTSp6dWbNmixIUP5t,BSS 1st Single Album 'SECOND WIND',https://open.spotify.com/album/4dHtpne5cAAGgDYFNHu7jW,"Sep 25, 2023",3:24
85,62,https://i.scdn.co/image/ab67616d0000485187f53da5fb4ab1171766b2d5,https://open.spotify.com/track/2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,https://open.spotify.com/artist/6RHTUrRF63xao58xh9FXYJ,After LIKE,https://open.spotify.com/album/0nzRF7khA2UDSZa9T0B6Da,"Sep 25, 2023",2:56
86,63,https://i.scdn.co/image/ab67616d00004851eb1b1bb1651e8cca563f3967,https://open.spotify.com/track/5aaE27JUylnG7aPtGJPrrC,DICE,NMIXX,https://open.spotify.com/artist/28ot3wh4oNmoFOdVajibBl,ENTWURF,https://open.spotify.com/album/3wMlxC4t3dN70e1OF8wUfz,"Sep 25, 2023",2:45
87,64,https://i.scdn.co/image/ab67616d000048515c041fe9e3c9de436047d86b,https://open.spotify.com/track/26EM9sZnQkLLQxixGd88KE,I Am The Best,2NE1,https://open.spotify.com/artist/1l0mKo96Jh9HVYONcRl3Yp,I Am The Best,https://open.spotify.com/album/7zjLDZzHo2XgvYwpuNwEvK,"Sep 25, 2023",3:28
88,65,https://i.scdn.co/image/ab67616d00004851763208e225ccbbda004d2176,https://open.spotify.com/track/7GNRUsU3M4XNDDB9xle5Dz,That That (prod.&feat. SUGA of BTS),PSY,https://open.spotify.com/artist/2dd5mrQZvg6SmahdgVKDzh,PSY 9th,https://open.spotify.com/album/7hbSWdxliNs551GXtflIZB,"Sep 25, 2023",2:54
89,66,https://i.scdn.co/image/ab67616d0000485161335e73d2f06ab1f55539ae,https://open.spotify.com/track/4ebC0oQEzTTNTpCDM1IBWD,Tell me (feat. 엄정화),JINUSEAN,https://open.spotify.com/artist/4WItSECPefckW11qSnZXyv,Jinusean,https://open.spotify.com/album/07cn1DunxVqvA3JINM9HKt,"Feb 17, 2024",3:53
90,483,https://i.scdn.co/image/ab67616d0000485168bc19df3564f7e8c828cbe0,https://open.spotify.com/track/6Tw2x3wavaWsboio2Cy44I,FIANCÉ,MINO,https://open.spotify.com/artist/3ytV7vc4ZuwGgwaOuWvkk8,XX,https://open.spotify.com/album/6aDVb2GbQbmztdcWlttJ34,"Feb 17, 2024",3:27
91,484,https://i.scdn.co/image/ab67616d00004851b6baf420e67f45971ca0d216,https://open.spotify.com/track/2YkjXEab4USTV9uuAgC90E,4 Walls,f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,4 Walls - The 4th Album,https://open.spotify.com/album/6yJdchE7ARS996BxRgplFH,"Feb 17, 2024",3:27
92,485,https://i.scdn.co/image/ab67616d000048515a58accf4805f4097859eeac,https://open.spotify.com/track/7tMN6iGJMulMFpSCeU7pmU,Electric Shock,f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,Electric Shock - The 2nd Mini Album,https://open.spotify.com/album/7LVMjDwcyhVhDTHddKPjIs,"Feb 17, 2024",3:16
93,486,https://i.scdn.co/image/ab67616d000048516f7d8c9dcc983839bd746dbc,https://open.spotify.com/track/22sIPXiQzcPydCC6skPPPq,첫 사랑니 (Rum Pum Pum Pum),f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,Pink Tape - The 2nd Album,https://open.spotify.com/album/62tuEHFtjk3L6Xjdkzyt4z,"Feb 17, 2024",3:17
94,487,https://i.scdn.co/image/ab67616d00004851f968b1985a5f5a5bf655960c,https://open.spotify.com/track/1dyMRzKZMakJqmOnsUUZ9X,Hot Summer,f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,Hot Summer - The 1st Album Repackage,https://open.spotify.com/album/5hr3fB4sBOMC7kZr4VvsUu,"Feb 17, 2024",3:45
95,488,https://i.scdn.co/image/ab67616d00004851c54559a526843f8d110b2679,https://open.spotify.com/track/0fUDzNEPCbjLVyC1OOs5B5,Pinocchio (Danger),f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,Pinocchio -The 1st Album,https://open.spotify.com/album/1NiVUXOzLEaI1qmDxU2L3J,"Feb 17, 2024",3:11
96,489,https://i.scdn.co/image/ab67616d00004851f968b1985a5f5a5bf655960c,https://open.spotify.com/track/4vfyrKuMEL6tAo65jMALsy,LA chA TA,f(x),https://open.spotify.com/artist/3wRA5UYoo08BBKJnzyKkpF,Hot Summer - The 1st Album Repackage,https://open.spotify.com/album/5hr3fB4sBOMC7kZr4VvsUu,"Feb 17, 2024",3:14
97,490,https://i.scdn.co/image/ab67616d0000485148deff966fb8c94edaceb855,https://open.spotify.com/track/4OqRMlyNvV36bP1DtJFp4t,Mr.,KARA,https://open.spotify.com/artist/7aZ221EQfonNG2lO9Hh192,Revolution,https://open.spotify.com/album/4wpDaa2Pr2nAfNKdRCv1hB,"Feb 17, 2024",3:13
98,491,https://i.scdn.co/image/ab67616d000048515c35ba8d71af90f12fb5cc08,https://open.spotify.com/track/3YxK7NqMCWDpmrQ82Wvx25,STEP,KARA,https://open.spotify.com/artist/7aZ221EQfonNG2lO9Hh192,KARA 3rd Album STEP,https://open.spotify.com/album/3D9pw2IEWic2jPL7ER8sM9,"Feb 17, 2024",3:23
99,492,https://i.scdn.co/image/ab67616d00004851669981f723a1c65449d1690f,https://open.spotify.com/track/0hPncZYbaySDE5UoZxPTx4,Sugar Free - BigRoom Version,T-ARA,https://open.spotify.com/artist/1R52cwGf75yTf7I3Q0Irf8,And&End,https://open.spotify.com/album/0oUZR8MEWmppIYwOKNK76K,"Feb 17, 2024",3:55
100,493,https://i.scdn.co/image/ab67616d0000485180a7f232f09fcdabfff927b8,https://open.spotify.com/track/5YmdSZOeb1CZW1AbP6c9EG,Bo Peep Bo Peep,T-ARA,https://open.spotify.com/artist/1R52cwGf75yTf7I3Q0Irf8,Absolute First Album,https://open.spotify.com/album/5vXve3MmGFzyvELjHJBDoK,"Feb 17, 2024",3:45
101,494,https://i.scdn.co/image/ab67616d0000485102a807056f536b83c97e86bb,https://open.spotify.com/track/0grQK3W2AsUih8AbMWArtO,Take A Hike,Ji Yeon,https://open.spotify.com/artist/4ojQ8Cy1AVup7CZ0OG68eq,SENPASS,https://open.spotify.com/album/3AqnltBoRYlppgVM1VAGDK,"Feb 17, 2024",3:00
102,495,https://i.scdn.co/image/ab67616d0000485118a4a215052e9f396864bd73,https://open.spotify.com/track/3tP6QKbXvtrxiDI7QwKyUf,STAY,BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,SQUARE TWO,https://open.spotify.com/album/2Fna4Tb7fme5aHsNMJtVtp,"Feb 17, 2024",3:50
103,496,https://i.scdn.co/image/ab67616d000048519fc6154f16eaab5152cb5b8d,https://open.spotify.com/track/2adWXRegCboef5ZOjW3ffe,Coming of age ceremony,parkjiyoon,https://open.spotify.com/artist/2NVYd7nCno3gh2Bz9pWtfi,Coming of age ceremony,https://open.spotify.com/album/05plPnpK2TV7kYxM9S9kIF,"Feb 17, 2024",3:30
104,497,https://i.scdn.co/image/ab67616d00004851ee8fe26348f03e9720c572cc,https://open.spotify.com/track/03ePVJDoOzhjfEwKnOY4qx,Amor fati,김연자,https://open.spotify.com/artist/5W5z8dxd1mi3fB8aHcv4MK,Amor fati,https://open.spotify.com/album/6ePTNuPbL3TFA1YV0cf8wB,"Feb 17, 2024",3:38
105,498,https://i.scdn.co/image/ab67616d000048512bca95a658fdf653a35a3710,https://open.spotify.com/track/1OG1NoKpZZLrMqMYCk9m84,LALALALA,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,ROCK-STAR,https://open.spotify.com/album/0aJnGEZWIc1VCYlZOXv05a,"Feb 17, 2024",3:02
106,499,https://i.scdn.co/image/ab67616d00004851fad8c4176e8df7173479f959,https://open.spotify.com/track/4XPXrcpyNr30Km6aPiflJy,God’s Menu,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,GO LIVE,https://open.spotify.com/album/6DWLIzvmiLPAuDWYZqrLQo,"Feb 17, 2024",2:47
107,500,https://i.scdn.co/image/ab67616d0000485185bcbbac459056ad6ee9426b,https://open.spotify.com/track/3O8G8eVrhfXTGttyQ1xVuq,CASE 143,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,MAXIDENT,https://open.spotify.com/album/0T6hYH0UyDjNraWZk2mZWi,"Feb 17, 2024",3:11
108,501,https://i.scdn.co/image/ab67616d00004851cd723e6efb66f6ef28fac28e,https://open.spotify.com/track/5npCUsfrlhdyjxyCa32maW,Christmas EveL,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,Christmas EveL,https://open.spotify.com/album/1qVuQI0WRn2Mczbdxx54Ih,"Feb 17, 2024",2:58
109,502,https://i.scdn.co/image/ab67616d00004851cbb25c0de45e6a6ded073802,https://open.spotify.com/track/2sFWzfV3kqAwXEWM9BjzwH,MIROH,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,Clé 1 : MIROH,https://open.spotify.com/album/3s6RbqkTprnGwKpoUSYL00,"Feb 17, 2024",3:27
110,503,https://i.scdn.co/image/ab67616d000048519f560e8c1cda870ef4eadb43,https://open.spotify.com/track/4yJUQqcnYkDafFzguSbZAl,My Pace,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,SKZ2020,https://open.spotify.com/album/6QIWJVJPPgAA5c4aIb1zCA,"Feb 17, 2024",3:10
111,504,https://i.scdn.co/image/ab67616d0000485128be5dc3cc0bd6f2482c1d56,https://open.spotify.com/track/0dcnrLo8s1rhjm8euGjI4n,DARARI,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,THE SECOND STEP : CHAPTER ONE,https://open.spotify.com/album/17l09k7ZDb4GYwmsIVGcRZ,"Feb 17, 2024",3:40
112,505,https://i.scdn.co/image/ab67616d000048514bb3b49ff157d01ab9896573,https://open.spotify.com/track/1SxqqC1aQ8JiLyfMrHYmnF,I LOVE YOU,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,THE FIRST STEP : TREASURE EFFECT,https://open.spotify.com/album/5tQDFmW8QrZdTsICpLQBTL,"Feb 17, 2024",3:01
113,506,https://i.scdn.co/image/ab67616d000048514bb3b49ff157d01ab9896573,https://open.spotify.com/track/18uXUUPFfj6XF4hsmp65gB,BOY,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,THE FIRST STEP : TREASURE EFFECT,https://open.spotify.com/album/5tQDFmW8QrZdTsICpLQBTL,"Feb 17, 2024",3:16
114,105,https://i.scdn.co/image/ab67616d0000485104878afb19613a94d37b29ce,https://open.spotify.com/track/1ULdASrNy5rurl1TZfFaMP,Spicy,aespa,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,MY WORLD - The 3rd Mini Album,https://open.spotify.com/album/69xF8jTd0c4Zoo7DT3Rwrn,"Sep 25, 2023",3:17
115,106,https://i.scdn.co/image/ab67616d00004851e4179b3fb74beaf0cdfa7a13,https://open.spotify.com/track/210JJAa9nJOgNa0YNrsT5g,GODS,League of Legends,https://open.spotify.com/artist/47mIJdHORyRerp4os813jD,GODS,https://open.spotify.com/album/0rAaP1OBxVCn2cIUZNjGRs,"Oct 6, 2023",3:40
116,107,https://i.scdn.co/image/ab67616d000048514ed058b71650a6ca2c04adff,https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul,LILAC,IU,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,IU 5th Album 'LILAC',https://open.spotify.com/album/01dPJcwyht77brL4JQiR8R,"Feb 17, 2024",3:34
117,108,https://i.scdn.co/image/ab67616d00004851aea29200523b1ee4d5b2c035,https://open.spotify.com/track/1oen3GpTcA486fTHaT7neg,FOREVER 1,Girls' Generation,https://open.spotify.com/artist/0Sadg1vgvaPqGTOjxu0N6c,FOREVER 1 - The 7th Album,https://open.spotify.com/album/3CcgnUkTrUaPTt4Ms1MkoP,"Feb 17, 2024",3:22
118,109,https://i.scdn.co/image/ab67616d00004851034c3a8ba89c6a5ecfda3175,https://open.spotify.com/track/7rXcCpIAoOUCydkVDMcoPV,INVU,TAEYEON,https://open.spotify.com/artist/3qNVuliS40BLgXGxhdBdqu,INVU - The 3rd Album,https://open.spotify.com/album/7i2YLTVQ0dyngRuUqtGmr9,"Feb 17, 2024",3:24
119,110,https://i.scdn.co/image/ab67616d00004851e605c926b681c3983d4e9c6b,https://open.spotify.com/track/6x7fux7bZEfnChKx3nhSZn,Me Gustas Tu,GFRIEND,https://open.spotify.com/artist/0qlWcS66ohOIi0M8JZwPft,GFRIEND 2nd Mini Album 'Flower Bud',https://open.spotify.com/album/2mou6C67yLJkKWjV0FuXg7,"Feb 17, 2024",3:40
120,111,https://i.scdn.co/image/ab67616d00004851801b445495d4886afb7370d7,https://open.spotify.com/track/1EkLacfCJIJcHkJvxlkJKE,Bad Girl Good Girl,miss A,https://open.spotify.com/artist/1BEohdSWSBggmO979tzRwW,A Class,https://open.spotify.com/album/5Nq0GIIfrsCnUPx4Ayej1c,"Feb 17, 2024",3:37
121,112,https://i.scdn.co/image/ab67616d000048512ff7c76b0790cd3ad63cfc0c,https://open.spotify.com/track/76qqDJijAjFph7sjUxNVG8,Shhh,KISS OF LIFE,https://open.spotify.com/artist/4TEK9tIkcoxib4GxT3O4ky,KISS OF LIFE,https://open.spotify.com/album/5k34rAvlw3WV7Kh6dAZnxG,"Sep 25, 2023",3:02
122,113,https://i.scdn.co/image/ab67616d00004851703093f86fd5c8bd79500610,https://open.spotify.com/track/0XuepwFJUcKN8T5zTqoP0F,Back Door,Stray Kids,https://open.spotify.com/artist/2dIgFjalVxs4ThymZ67YCE,IN LIFE,https://open.spotify.com/album/0aERWcI2KYSCM4biUihB9X,"Sep 25, 2023",3:09
123,114,https://i.scdn.co/image/ab67616d00004851f7da7c0f322b7a1c95190d92,https://open.spotify.com/track/0yB4jrSwN0bFtFRDR5vyMj,Love Shot,EXO,https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O,LOVE SHOT– The 5th Album Repackage,https://open.spotify.com/album/3r5m8utqRZYJnpep7xxVyq,"Feb 17, 2024",3:20
124,115,https://i.scdn.co/image/ab67616d00004851741fd4807f442af3f7359316,https://open.spotify.com/track/2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,https://open.spotify.com/artist/6HaGTQPmzraVmaVxvz6EUc,GOLDEN,https://open.spotify.com/album/5pSk3c3wVwnb2arb6ohCPU,"Feb 17, 2024",3:26
125,116,https://i.scdn.co/image/ab67616d000048519d28fd01859073a3ae6ea209,https://open.spotify.com/track/2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,https://open.spotify.com/artist/6HvZYsbFfjnjFrWF950C9d,NewJeans 1st EP 'New Jeans',https://open.spotify.com/album/1HMLpmZAnNyl9pxvOnTovV,"Feb 17, 2024",3:00
126,117,https://i.scdn.co/image/ab67616d0000485128be5dc3cc0bd6f2482c1d56,https://open.spotify.com/track/2bnJ8IxZnVc2YmUaX0sZap,JIKJIN,TREASURE,https://open.spotify.com/artist/3KonOYiLsU53m4yT7gNotP,THE SECOND STEP : CHAPTER ONE,https://open.spotify.com/album/17l09k7ZDb4GYwmsIVGcRZ,"Feb 17, 2024",3:04
127,118,https://i.scdn.co/image/ab67616d0000485158a75e46b114389a2fe762f6,https://open.spotify.com/track/27bIik73QCu8Xzt3xpG1bI,Candy,NCT DREAM,https://open.spotify.com/artist/1gBUSTR3TyDdTVFIaQnc02,Candy - Winter Special Mini Album,https://open.spotify.com/album/6lqazNXadymQLwUh41qW2K,"Feb 17, 2024",3:37
128,119,https://i.scdn.co/image/ab67616d0000485113ac5d67675999ba7b9c4f21,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3,Good Boy Gone Bad,TOMORROW X TOGETHER,https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB,minisode 2: Thursday's Child,https://open.spotify.com/album/1o8jYrnyZueTPIdhlHuTc8,"Feb 17, 2024",3:11
129,120,https://i.scdn.co/image/ab67616d000048515ac2a400576ac7f35aa7428b,https://open.spotify.com/track/6LnEoRQKMcaFTR5UvaKuBy,Rock with you,SEVENTEEN,https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN 9th Mini Album 'Attacca',https://open.spotify.com/album/2PIReru2w5i4JXOzeZnamd,"Feb 17, 2024",3:00
130,121,https://i.scdn.co/image/ab67616d000048515a93bd73b0d31bfb4dd56e31,https://open.spotify.com/track/3aQAxjZAl2lhXD1OISjKuQ,Tell Me One More Time,JINUSEAN,https://open.spotify.com/artist/4WItSECPefckW11qSnZXyv,Tell Me One More Time,https://open.spotify.com/album/0EMCROFAU9wlGTzdSycGHO,"Feb 17, 2024",3:15
131,122,https://i.scdn.co/image/ab67616d00004851fd0d9a33127c1d3f58ba3504,https://open.spotify.com/track/3dI59jLoFMjMAyUAyRZnkE,BANG BANG BANG,BIGBANG,https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,MADE,https://open.spotify.com/album/2SPrl8C8pgSM5gXbAiyJHY,"Feb 17, 2024",3:40
132,123,https://i.scdn.co/image/ab67616d00004851f35b8a6c03cc633f734bd8ac,https://open.spotify.com/track/69CrOS7vEHIrhC2ILyEi0s,FLOWER,JISOO,https://open.spotify.com/artist/6UZ0ba50XreR4TM8u322gs,ME,https://open.spotify.com/album/4QuczuzDZNzCDli5Gz6DQ0,"Sep 25, 2023",2:53
133,124,https://i.scdn.co/image/ab67616d00004851fd0d9a33127c1d3f58ba3504,https://open.spotify.com/track/2vzn8usBcuNL93DnTjEK0z,LOSER,BIGBANG,https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,MADE,https://open.spotify.com/album/2SPrl8C8pgSM5gXbAiyJHY,"Feb 17, 2024",3:39
134,125,https://i.scdn.co/image/ab67616d00004851ac93d8b1bd84fa6b5291ba21,https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT,As If It's Your Last,BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,As If It's Your Last,https://open.spotify.com/album/7ikmjsvRzDRzxHN0KXSQdv,"Feb 17, 2024",3:33
135,126,https://i.scdn.co/image/ab67616d00004851fc620c06721e90a534cc5dab,https://open.spotify.com/track/4pspYVQGFHLPEFgQPD1J7e,WANNABE,ITZY,https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3,IT'z ME,https://open.spotify.com/album/7ynKAohxfwPUZzvU8f1p1U,"Sep 25, 2023",3:11
136,127,https://i.scdn.co/image/ab67616d0000485145f6b424c7891849cf19057c,https://open.spotify.com/track/52mglSL6bdbrg9zig7nazP,GOOD BOY,GD X TAEYANG,https://open.spotify.com/artist/3HJVw8aEtFqoc3raJVE8am,GOOD BOY,https://open.spotify.com/album/2rhq834A24z7ucY39moYdb,"Feb 17, 2024",4:05
137,128,https://i.scdn.co/image/ab67616d00004851deeee778a591e7032c1bdc80,https://open.spotify.com/track/1117juaaAkSIUsQxTmmcKM,Pretty U,SEVENTEEN,https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN 1ST ALBUM [FIRST ‘LOVE&LETTER’],https://open.spotify.com/album/50BrkBakrLWufmTLjCVBwn,"Feb 17, 2024",3:27
138,129,https://i.scdn.co/image/ab67616d00004851eb555e6d83960e5d082c9d73,https://open.spotify.com/track/2MeEPaL5HsW9njvrtP0Agj,TRICKY HOUSE,xikers,https://open.spotify.com/artist/6QHP8St0MzfNDqjKpwtMht,HOUSE OF TRICKY : Doorbell Ringing,https://open.spotify.com/album/6AO0SV6HUmKSu85OECxtYK,"Feb 17, 2024",3:04
139,130,https://i.scdn.co/image/ab67616d00004851256b86508bfdc54899e4685e,https://open.spotify.com/track/1L4d2lafz1odpIMe8va21X,Haru Haru,BIGBANG,https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,Stand Up,https://open.spotify.com/album/0NB6IIwQeRDzNFCU22LQto,"Feb 17, 2024",4:16
140,131,https://i.scdn.co/image/ab67616d00004851fd0d9a33127c1d3f58ba3504,https://open.spotify.com/track/3lYvepDz6yYj29z7e4r5z0,FXXK IT,BIGBANG,https://open.spotify.com/artist/4Kxlr1PRlDKEB0ekOCyHgX,MADE,https://open.spotify.com/album/2SPrl8C8pgSM5gXbAiyJHY,"Feb 17, 2024",3:51
141,132,https://i.scdn.co/image/ab67616d000048514137dd7f6007dda47c5ed557,https://open.spotify.com/track/5v8PeA3Ui2TihKPSLJkpJ4,WiggleWiggle,HELLOVENUS,https://open.spotify.com/artist/3TW9U1f93tpGBsEtCSf7JG,WiggleWiggle,https://open.spotify.com/album/6NoXyAXGGRrnRkt9qVkR8W,"Feb 17, 2024",3:23
142,133,https://i.scdn.co/image/ab67616d00004851d07e49e3e5a8e79903713354,https://open.spotify.com/track/15rX80MpEJ2OqW3dPunQvI,Signal,TWICE,https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0,SIGNAL,https://open.spotify.com/album/28PwDunFAR71toOCTYRvkf,"Sep 25, 2023",3:16
143,134,https://i.scdn.co/image/ab67616d00004851bfd46639322b597331d9ecef,https://open.spotify.com/track/6veFyjNycn6EaNCKhkPXUY,Forever Young,BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,SQUARE UP,https://open.spotify.com/album/0wOiWrujRbxlKEGWRQpKYc,"Feb 17, 2024",3:59
144,135,https://i.scdn.co/image/ab67616d000048513dbdbd0023f1e1c08cd5a6c9,https://open.spotify.com/track/4EwNWRBWdZ6bgvxRHlZ8OO,CROOKED,G-DRAGON,https://open.spotify.com/artist/30b9WulBM8sFuBo17nNq9c,COUP D'ETAT,https://open.spotify.com/album/4msI9bSfKohOPFic15aLR4,"Feb 17, 2024",3:44
145,136,https://i.scdn.co/image/ab67616d00004851ba5baf00d793695d029648ec,https://open.spotify.com/track/2UuKZDzjZ7cVMOvpmuAMYj,Tell Me,Wonder Girls,https://open.spotify.com/artist/3Cv2vi3WTl8VZOTdrBkKdM,The Wonder Years,https://open.spotify.com/album/3svp0TRDC5MMUAPNMimAi1,"Feb 17, 2024",3:37
146,137,https://i.scdn.co/image/ab67616d00004851c06f0e8b33ac2d246158253e,https://open.spotify.com/track/3P3UA61WRQqwCXaoFOTENd,Through the Night,IU,https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU,Palette,https://open.spotify.com/album/5V8n6fqyAPxvFTibPhQVcp,"Feb 17, 2024",4:13
147,138,https://i.scdn.co/image/ab67616d00004851911ec384e21ccdf7ad8c045b,https://open.spotify.com/track/34ur063WdATV4hGzCeEAsx,So Hot,Wonder Girls,https://open.spotify.com/artist/3Cv2vi3WTl8VZOTdrBkKdM,So Hot,https://open.spotify.com/album/7uLVRq4SzLmamXRIBONIBv,"Feb 17, 2024",3:01
148,139,https://i.scdn.co/image/ab67616d000048514eb5d1d2cb8e591441903c23,https://open.spotify.com/track/1fMXWEkJpIH483OrKn1zFV,"SO HOT - THEBLACKLABEL REMIX BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,"BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",https://open.spotify.com/album/1dH4B2bWb5Ys7aszi9KWHA,"Feb 17, 2024",2:24
